rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
19h11m21.22s,287.8384190,+43d09m11.44s,43.1531776,14.80444,74.19149,64.65562,301.47164,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1840.7700000,88.8900000,-81.2000000
19h11m13.33s,287.8055442,+45d20m25.93s,45.3405371,15.68836,76.26546,66.75182,302.99282,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1097.2300000,21.4400000,-20.6500000
19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97471,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,352.7940000,2.6910000,-2.6520000
19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97471,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,352.7940000,2.6910000,-2.6520000
19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97471,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,352.7940000,2.6910000,-2.6520000
19h06m51.76s,286.7156676,+48d38m42.92s,48.6452552,17.62165,79.16873,70.11980,303.97595,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1095.0500000,14.8250000,-14.8250000
19h05m22.63s,286.3442954,+37d24m42.96s,37.4119347,13.53624,68.29791,59.38285,296.03226,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,831.9910000,19.1010000,-18.2770000
19h00m52.74s,285.2197605,+38d48m21.02s,38.8058393,14.90370,69.25230,60.93579,294.90545,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1206.3700000,33.6700000,-31.9200000
19h03m12.77s,285.8032016,+44d52m24.23s,44.8733983,16.81761,75.25550,66.71641,299.22525,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1114.2400000,49.9000000,-45.8800000
18h58m22.48s,284.5936858,+46d26m59.05s,46.4497364,18.17536,76.47638,68.46386,298.22343,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,614.6480000,11.3390000,-10.9430000
19h34m00.12s,293.5004955,+44d55m56.80s,44.9324455,11.87080,77.61798,64.99049,311.89226,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1153.9800000,27.1950000,-27.1950000
19h11m25.68s,287.8570173,+40d32m49.89s,40.5471909,13.73968,71.73710,62.14453,299.91332,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,538.4810000,7.0140000,-6.8390000
19h40m24.60s,295.1025166,+40d34m20.54s,40.5723736,8.81353,74.23928,60.49882,310.87296,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,557.1930000,5.8360000,-5.7190000
18h51m49.66s,282.9569197,+42d49m32.01s,42.8255589,17.99014,72.47679,65.22873,293.10890,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,889.4260000,16.4980000,-15.9180000
19h12m22.94s,288.0955917,+40d21m57.27s,40.3659090,13.49978,71.64355,61.92205,300.18572,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1494.2200000,36.0000000,-34.3800000
18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,18.70795,73.49392,66.42891,292.90317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,396.3790000,3.9470000,-3.8720000
18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,18.70795,73.49392,66.42891,292.90317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,396.3790000,3.9470000,-3.8720000
19h34m17.73s,293.5738933,+45d23m04.17s,45.3844919,12.02713,78.05474,65.38930,312.41428,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1486.7000000,34.7300000,-34.7300000
19h41m25.05s,295.3543571,+48d30m55.42s,48.5153932,12.35941,81.47370,67.73344,318.46958,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1090.0000000,80.3720000,-74.1300000
19h20m42.28s,290.1761688,+46d41m53.89s,46.6983036,14.72074,78.23617,67.48369,308.14944,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1103.2900000,36.2200000,-34.0100000
19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,8.67095,74.55274,60.59650,311.53753,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2921.9900000,304.4700000,-253.0200000
19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,14.44622,79.48676,68.12233,310.96657,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,882.3240000,24.1430000,-22.9110000
18h47m20.48s,281.8353366,+44d09m21.18s,44.1558825,19.21154,73.49975,66.70007,291.83993,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,422.2690000,3.3700000,-3.3170000
18h41m02.01s,280.2583709,+43d50m08.68s,43.8357433,20.17847,72.78370,66.60411,288.87526,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1354.4600000,45.8100000,-42.9500000
19h16m32.31s,289.1346298,+47d03m46.86s,47.0630180,15.51923,78.28521,68.07669,306.72974,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1003.2600000,26.6800000,-25.3450000
19h02m51.24s,285.7135000,+41d36m21.17s,41.6058799,15.64284,72.07908,63.57595,297.06865,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,814.0780000,,
19h45m33.30s,296.3887670,+41d02m25.83s,41.0405090,8.18427,75.12712,60.59498,313.06132,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1053.5700000,21.2850000,-21.2850000
19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,18.21023,78.03530,69.66334,300.65359,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,408.8450000,4.3990000,-4.3080000
19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,18.21023,78.03530,69.66334,300.65359,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,408.8450000,4.3990000,-4.3080000
19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,18.21023,78.03530,69.66334,300.65359,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,408.8450000,4.3990000,-4.3080000
19h22m44.45s,290.6852287,+43d51m34.62s,43.8596155,13.21299,75.73032,64.69447,306.57365,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1593.7000000,95.3700000,-85.3600000
19h17m30.48s,289.3770051,+40d00m03.88s,40.0010791,12.45793,71.72318,61.30754,301.96311,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,897.3520000,27.3350000,-25.7920000
18h59m37.37s,284.9057222,+43d56m56.92s,43.9491434,17.07258,74.11024,65.99302,297.07729,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1493.4300000,102.3400000,-90.2500000
19h20m06.21s,290.0258783,+48d20m09.32s,48.3359227,15.47621,79.74475,69.04298,309.52901,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1028.1600000,14.9300000,-14.5200000
19h25m04.34s,291.2681037,+44d29m17.38s,44.4881624,13.10236,76.49717,65.14602,308.00084,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1855.7000000,97.9300000,-88.7600000
19h25m35.48s,291.3978451,+45d35m18.79s,45.5885530,13.48868,77.56008,66.14423,309.14579,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1174.4600000,57.5800000,-52.5300000
19h28m30.02s,292.1251038,+41d24m28.05s,41.4077928,11.19315,73.94248,62.03177,307.03678,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1551.5400000,58.2400000,-58.2400000
19h19m49.55s,289.9564415,+47d01m13.25s,47.0203466,14.98902,78.47729,67.83820,308.08475,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1439.4700000,44.3200000,-41.8000000
18h57m41.46s,284.4227535,+49d06m22.29s,49.1061907,19.19561,79.06848,71.04048,300.12408,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,544.1630000,6.8340000,-6.6690000
19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,13.67698,68.23301,59.41599,295.73636,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1404.9400000,87.5300000,-78.0000000
19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,13.20337,71.64555,61.73412,300.66736,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,316.6630000,2.3530000,-2.3190000
19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,13.20337,71.64555,61.73412,300.66736,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,316.6630000,2.3530000,-2.3190000
19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,13.20337,71.64555,61.73412,300.66736,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,316.6630000,2.3530000,-2.3190000
19h16m07.93s,289.0330532,+40d05m12.91s,40.0869182,12.73285,71.68889,61.46206,301.48319,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,777.0250000,14.5610000,-14.0440000
19h06m25.00s,286.6041816,+42d26m25.19s,42.4403309,15.35579,73.14330,64.21704,299.00148,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,854.2800000,20.4400000,-19.5220000
19h23m57.42s,290.9892462,+50d18m29.03s,50.3080640,15.69368,81.88152,70.59272,313.50860,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,634.5800000,8.5180000,-8.2990000
18h57m08.92s,284.2871470,+42d21m20.08s,42.3555784,16.90728,72.38708,64.55416,295.11557,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,897.7830000,22.0270000,-21.0140000
19h01m06.33s,285.2763652,+39d26m48.58s,39.4468274,15.11355,69.88100,61.55189,295.28431,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2176.0800000,127.1400000,-114.1000000
19h49m21.47s,297.3394624,+46d20m49.98s,46.3472165,10.15481,80.16669,65.19506,319.08302,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1575.2300000,91.2000000,-81.8900000
19h37m54.81s,294.4783627,+46d56m45.11s,46.9458638,12.17061,79.76901,66.57225,315.35404,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1107.5000000,29.7200000,-29.7200000
19h31m28.76s,292.8698348,+46d44m30.72s,46.7418679,13.06551,79.08067,66.82991,312.60081,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1014.6200000,29.3115000,-29.3115000
19h03m42.90s,285.9287514,+38d31m14.55s,38.5207097,14.28248,69.20767,60.53660,295.88318,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,112.7050000,0.4250000,-0.4210000
19h54m56.43s,298.7351131,+40d45m50.85s,40.7641262,6.50778,75.77326,59.68265,316.16619,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,845.0000000,62.9410000,-61.4790000
19h14m07.41s,288.5308924,+40d56m32.54s,40.9423730,13.43665,72.32360,62.38912,301.19343,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,228.6780000,1.4310000,-1.4130000
19h14m07.41s,288.5308924,+40d56m32.54s,40.9423730,13.43665,72.32360,62.38912,301.19343,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,228.6780000,1.4310000,-1.4130000
18h55m40.81s,283.9200236,+40d44m24.15s,40.7400419,16.56523,70.71355,63.03841,293.70447,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,569.1850000,6.7570000,-6.6030000
19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,13.87540,75.37610,64.90136,304.88895,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,866.3310000,13.4740000,-13.0740000
19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,13.87540,75.37610,64.90136,304.88895,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,866.3310000,13.4740000,-13.0740000
19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,13.87540,75.37610,64.90136,304.88895,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,866.3310000,13.4740000,-13.0740000
19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,299.1040000,2.3050000,-2.2700000
19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,299.1040000,2.3050000,-2.2700000
19h29m33.26s,292.3885820,+42d13m59.80s,42.2332767,11.38496,74.78534,62.74857,308.01662,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.2340000,0.7170000,-0.7120000
19h36m56.97s,294.2373599,+45d11m48.58s,45.1968274,11.52593,78.09895,65.03660,313.26994,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,141.9868506,5.8304963,-5.8304963
19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,10.93871,79.39487,65.37614,316.50961,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,480.8690000,5.7240000,-5.7240000
19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,10.93871,79.39487,65.37614,316.50961,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,480.8690000,5.7240000,-5.7240000
19h55m20.60s,298.8358277,+40d17m35.06s,40.2930714,6.20238,75.40427,59.21748,315.95644,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,800.8710000,9.9380000,-9.7010000
19h26m26.85s,291.6118842,+42d06m57.52s,42.1159787,11.84948,74.41823,62.82524,306.74301,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,728.3030000,12.1715000,-12.1715000
19h21m30.32s,290.3763246,+41d09m02.85s,41.1507928,12.26247,73.11924,62.19237,304.19435,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,475.2480000,5.8050000,-5.6700000
19h23m49.55s,290.9564463,+49d22m00.46s,49.3667933,15.33197,80.97939,69.74729,312.28685,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,103.9170000,0.3550000,-0.3530000
18h52m56.59s,283.2358100,+41d20m34.93s,41.3430370,17.26662,71.10178,63.73573,292.85832,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,349.5490000,,
18h52m56.59s,283.2358100,+41d20m34.93s,41.3430370,17.26662,71.10178,63.73573,292.85832,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,349.5490000,,
18h52m56.59s,283.2358100,+41d20m34.93s,41.3430370,17.26662,71.10178,63.73573,292.85832,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,349.5490000,,
18h52m56.59s,283.2358100,+41d20m34.93s,41.3430370,17.26662,71.10178,63.73573,292.85832,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,349.5490000,,
19h13m44.06s,288.4335977,+40d22m51.07s,40.3808519,13.27142,71.76684,61.86832,300.72125,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,647.4240000,15.2680000,-14.5920000
19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,12.00174,79.50690,66.28024,315.11778,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,769.1460000,40.5930000,-36.7790000
19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,12.00174,79.50690,66.28024,315.11778,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,769.1460000,40.5930000,-36.7790000
19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,12.00174,79.50690,66.28024,315.11778,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,769.1460000,40.5930000,-36.7790000
19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,12.28194,77.98305,65.53498,311.88334,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1350.3200000,70.3300000,-63.8000000
19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,12.28194,77.98305,65.53498,311.88334,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1350.3200000,70.3300000,-63.8000000
19h31m29.34s,292.8722515,+46d05m55.42s,46.0987290,12.78264,78.48806,66.23658,311.97755,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,465.4170000,4.8790000,-4.7800000
19h24m44.39s,291.1849503,+40d18m40.33s,40.3112023,11.34565,72.61896,61.20844,304.90111,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,481.6670000,6.4360000,-6.2700000
19h00m04.12s,285.0171505,+42d05m07.12s,42.0853120,16.30493,72.33509,64.16560,296.18548,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,973.3680000,22.0600000,-21.1210000
19h44m53.33s,296.2221990,+39d16m08.19s,39.2689420,7.43369,73.50229,58.98037,311.59011,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,698.3260000,16.6140000,-15.8730000
19h16m15.55s,289.0648073,+50d27m39.31s,50.4609183,16.88243,81.52687,71.24295,310.29060,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,678.0690000,5.7465000,-5.7465000
18h58m42.09s,284.6753857,+44d25m03.80s,44.4177225,17.39709,74.50415,66.48810,296.97369,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,813.5430000,10.8710000,-10.8710000
18h46m35.43s,281.6476437,+48d16m15.43s,48.2709523,20.66047,77.59939,70.73965,294.04085,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,588.0370000,12.1840000,-11.7080000
19h49m06.69s,297.2778906,+48d19m13.28s,48.3203542,11.13965,81.90697,66.97539,321.18557,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,653.6000000,19.7460000,-18.6400000
19h49m06.69s,297.2778906,+48d19m13.28s,48.3203542,11.13965,81.90697,66.97539,321.18557,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,653.6000000,19.7460000,-18.6400000
19h22m18.41s,290.5767116,+39d57m24.81s,39.9568913,11.60884,72.08629,61.00618,303.76585,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1720.4800000,68.8800000,-63.8600000
19h48m17.71s,297.0737928,+41d13m28.06s,41.2244613,7.82395,75.54375,60.57831,314.17618,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,319.1970000,2.6140000,-2.5720000
19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,13.01204,75.88873,64.66355,307.16158,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,528.6850000,4.2090000,-4.2090000
19h34m06.62s,293.5275797,+41d06m41.02s,41.1113940,10.11879,74.15853,61.40816,308.93708,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,932.4460000,30.4685000,-30.4685000
19h17m14.77s,289.3115320,+51d19m15.26s,51.3209059,17.06557,82.42034,71.96115,311.86873,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1223.0400000,34.1200000,-32.3500000
18h59m21.23s,284.8384394,+42d04m13.21s,42.0703371,16.42227,72.26875,64.18224,295.88145,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,621.8530000,9.5640000,-9.2830000
19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,11.05935,80.30664,66.00952,318.07374,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1126.6400000,22.8400000,-22.8400000
19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,11.05935,80.30664,66.00952,318.07374,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1126.6400000,22.8400000,-22.8400000
19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,16.75550,77.44616,68.30708,302.80521,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,601.6290000,11.7590000,-11.3250000
18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,16.83471,71.67921,63.95508,294.36866,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,753.2600000,10.8900000,-10.5890000
18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,19.37193,78.17886,70.47124,298.17596,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,371.0490000,8.1170000,-7.7830000
