rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
12h39m15.71s,189.8154662,-32d43m34.90s,-32.7263607,30.07542,299.97278,-26.03811,202.68867,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.5279000,0.0817000,-0.0813000
12h39m14.69s,189.8111935,-07d59m44.41s,-7.9956702,54.75208,297.69653,-3.46834,192.15381,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,100.7580000,1.9731500,-1.9731500
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,82.37965,281.01260,22.21432,180.68165,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.1585000,0.0572000,-0.0569000
12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,-25.24938,302.92213,-66.08477,265.46882,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,105.0960000,0.2660000,-0.2660000
12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,18.51297,300.80214,-36.25059,209.10317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,106.3070000,0.7240000,-0.7150000
12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,18.51297,300.80214,-36.25059,209.10317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,106.3070000,0.7240000,-0.7150000
12h42m59.10s,190.7462412,-04d03m00.38s,-4.0501059,58.75489,298.86551,0.52618,191.45995,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.0858000,0.0975000,-0.0970000
01h48m21.15s,27.0881399,-41d29m39.88s,-41.4944106,-71.49206,267.48348,-48.03442,4.23140,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.3804000,0.0549000,-0.0548000
12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679,-5.55411,302.69417,-55.31045,230.83622,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.9571000,0.0362000,-0.0361000
12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679,-5.55411,302.69417,-55.31045,230.83622,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.9571000,0.0362000,-0.0361000
12h50m17.41s,192.5725483,+22d51m47.26s,22.8631285,85.72696,299.38130,25.86512,181.87711,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,114.1660000,0.7020000,-0.6930000
12h53m10.88s,193.2953521,-03d33m11.21s,-3.5531133,59.31575,303.78445,1.97374,193.61015,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,33.2237000,0.0603000,-0.0600000
12h55m35.72s,193.8988441,+03d23m50.06s,3.3972376,66.24818,305.50863,8.61244,191.45523,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,62.0732400,3.3907200,-3.3907200
12h57m07.78s,194.2824262,+46d10m35.63s,46.1765638,70.91835,119.91690,46.87742,169.01084,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,101.1660000,0.4790000,-0.4740000
12h56m57.96s,194.2415171,+67d14m34.48s,67.2429122,49.87644,122.10241,62.11800,143.29687,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,323.3350000,2.4960000,-2.4580000
13h01m46.52s,195.4438496,+63d36m37.18s,63.6103280,53.47917,121.00202,60.33734,149.95797,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,36.1800000,0.0565000,-0.0563000
13h01m46.52s,195.4438496,+63d36m37.18s,63.6103280,53.47917,121.00202,60.33734,149.95797,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,36.1800000,0.0565000,-0.0563000
01h50m06.53s,27.5271962,-54d27m54.59s,-54.4651633,-60.62926,285.47075,-58.59002,351.47199,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,155.1210000,0.6380000,-0.6340000
13h04m56.14s,196.2339330,-52d26m46.86s,-52.4463502,10.37061,305.02208,-41.26829,218.86943,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.2817000,0.0139000,-0.0140000
13h04m56.14s,196.2339330,-52d26m46.86s,-52.4463502,10.37061,305.02208,-41.26829,218.86943,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.2817000,0.0139000,-0.0140000
13h07m10.77s,196.7948740,+27d37m27.98s,27.6244384,86.47046,41.91496,31.81962,183.40342,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,116.3340000,5.3320000,-4.8900000
13h09m16.11s,197.3171237,-60d18m30.36s,-60.3084347,2.48683,305.14033,-47.59295,225.47349,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,95.3906000,0.4518000,-0.4476000
13h10m39.65s,197.6652124,-35d03m22.25s,-35.0561807,27.64978,307.37226,-25.35167,210.33245,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.9243000,0.0404000,-0.0404000
13h12m44.02s,198.1833997,-31d52m28.83s,-31.8746756,30.77939,308.19408,-22.27648,209.32336,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.8063000,0.0518000,-0.0517000
13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921,60.16222,313.66815,5.03492,197.63109,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.0628000,0.0285000,-0.0284000
13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921,60.16222,313.66815,5.03492,197.63109,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.0628000,0.0285000,-0.0284000
01h53m06.01s,28.2750265,-01d19m42.39s,-1.3284416,-60.26284,155.32706,-12.10177,25.77776,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,38.9679000,0.1628000,-0.1615000
01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,-73.99475,187.75857,-28.92178,18.37552,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.2610000,0.1351000,-0.1343000
01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,-73.99475,187.75857,-28.92178,18.37552,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.2610000,0.1351000,-0.1343000
01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,-73.99475,187.75857,-28.92178,18.37552,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.2610000,0.1351000,-0.1343000
13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,78.30331,334.41024,23.18355,190.80188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.9816000,0.0044000,-0.0044000
13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,78.30331,334.41024,23.18355,190.80188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.9816000,0.0044000,-0.0044000
13h19m56.49s,199.9853694,+38d22m08.90s,38.3691383,77.27192,96.73653,42.53925,179.91393,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,87.6437000,0.2763000,-0.2747000
13h20m39.53s,200.1646905,+24d38m54.50s,24.6484725,82.97723,13.88354,30.48172,188.10915,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,123.2450000,0.5880000,-0.5880000
13h20m39.53s,200.1646905,+24d38m54.50s,24.6484725,82.97723,13.88354,30.48172,188.10915,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,123.2450000,0.5880000,-0.5880000
13h29m20.85s,202.3368806,-35d34m16.69s,-35.5713041,26.66515,311.55142,-24.25186,214.38908,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.3547000,0.0524000,-0.0522000
01h58m49.88s,29.7078360,+73d09m07.69s,73.1521372,10.92581,127.83989,55.18175,63.83546,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,235.0450000,1.6160000,-1.5950000
13h32m25.59s,203.1066418,-47d16m18.86s,-47.2719049,15.02765,310.11149,-34.61403,220.68463,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.7781000,0.0924000,-0.0919000
13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,62.26188,109.34478,56.46699,169.12683,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,92.2589000,0.2364000,-0.2352000
13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,62.26188,109.34478,56.46699,169.12683,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,92.2589000,0.2364000,-0.2352000
01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,-67.09225,168.57627,-20.77203,23.37422,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,33.5369000,0.0428000,-0.0428000
01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,-67.09225,168.57627,-20.77203,23.37422,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,33.5369000,0.0428000,-0.0428000
01h54m56.34s,28.7347403,-67d38m49.15s,-67.6469871,-48.35566,293.92489,-67.11235,329.02598,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,67.9331000,0.7082500,-0.7082500
13h42m38.88s,205.6619890,+78d03m52.70s,78.0646376,38.72676,119.56432,68.95086,121.26150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,103.0440000,0.5175000,-0.5175000
13h57m16.78s,209.3199062,-56d02m25.47s,-56.0404085,5.65692,312.08414,-40.70616,230.02213,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.6592000,0.0690000,-0.0687000
02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,-55.52893,154.33809,-8.58534,29.04381,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,31.7627000,0.1073000,-0.1066000
02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,-55.52893,154.33809,-8.58534,29.04381,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,31.7627000,0.1073000,-0.1066000
14h02m21.29s,210.5886904,+20d52m51.70s,20.8810286,72.66307,15.63799,31.07369,200.10268,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,53.2528000,0.1223000,-0.1218000
14h11m16.97s,212.8207093,+54d24m32.30s,54.4089731,59.05418,100.20285,60.64128,176.01750,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,60.1977000,0.1025000,-0.1022000
02h02m26.77s,30.6115322,+02d48m56.91s,2.8158078,-55.50619,155.46172,-9.04660,29.49160,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,48.3367000,0.1378000,-0.1370000
14h26m35.38s,216.6474037,-81d27m15.39s,-81.4542756,-19.26305,306.57222,-60.69356,255.89860,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.3466000,0.0672000,-0.0670000
14h18m09.30s,214.5387463,+38d58m00.89s,38.9669132,68.40106,71.64737,48.79229,193.54100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,153.6470000,0.8540000,-0.8540000
14h21m22.42s,215.3434326,-40d23m39.28s,-40.3942443,19.31718,320.90869,-24.79165,226.81895,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.1989000,0.0611000,-0.0609000
14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,40.39538,331.38949,-3.25560,218.69485,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,57.6207000,0.1644000,-0.1635000
14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,40.39538,331.38949,-3.25560,218.69485,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,57.6207000,0.1644000,-0.1635000
14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,40.39538,331.38949,-3.25560,218.69485,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,57.6207000,0.1644000,-0.1635000
02h18m59.54s,34.7480718,+85d44m11.52s,85.7365329,23.16170,124.65937,63.90789,82.01649,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,182.1920000,0.9510000,-0.9410000
14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118,8.17624,317.62367,-35.10759,232.92640,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.6506000,0.0665000,-0.0663000
02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,-34.58321,143.06278,12.00084,37.78295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.8478000,0.0633000,-0.0630000
02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,-34.58321,143.06278,12.00084,37.78295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.8478000,0.0633000,-0.0630000
14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,50.31505,342.01145,8.85560,216.08239,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,73.0961000,0.2453000,-0.2436000
14h30m44.37s,217.6848544,+35d27m16.58s,35.4546059,67.28940,60.57666,46.90916,199.32694,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22.5279000,0.0189000,-0.0190000
14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,59.83597,2.72920,23.70559,213.23022,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.3292000,0.0199000,-0.0198000
14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,59.83597,2.72920,23.70559,213.23022,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.3292000,0.0199000,-0.0198000
14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,31.27473,330.87143,-9.94380,224.95922,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.1548000,0.0446000,-0.0445000
14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,-8.17016,313.03727,-49.43620,245.34349,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,67.4386000,0.1609000,-0.1601000
14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782,50.89111,353.21360,15.13267,219.53728,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,31.8766000,0.0729000,-0.0727000
14h53m23.08s,223.3461495,+18d14m06.94s,18.2352618,60.58844,21.81161,33.12189,214.44139,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,131.8490000,1.1530000,-1.1530000
02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750,-72.57899,209.21548,-35.10947,19.73595,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,148.9340000,1.0920000,-1.0760000
02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,-27.70854,141.56782,18.07545,41.37093,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,497.8230000,15.5170000,-15.5170000
14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,55.01079,90.14771,64.40732,188.31030,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,70.7832000,0.1387000,-0.1381000
14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,59.44282,74.89413,56.98824,200.01297,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,105.1550000,0.2820000,-0.2820000
15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,26.53439,335.53726,-10.13308,231.30941,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.4736000,0.1491000,-0.1483000
15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,26.53439,335.53726,-10.13308,231.30941,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.4736000,0.1491000,-0.1483000
15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,26.53496,335.53946,-10.13122,231.31028,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.2993000,0.1684000,-0.1673000
15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,-2.92076,318.80629,-41.68271,244.45694,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,24.0125000,0.0204000,-0.0203000
15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,-2.92076,318.80629,-41.68271,244.45694,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,24.0125000,0.0204000,-0.0203000
15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,-49.91975,250.05330,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.7909000,0.0204000,-0.0205000
15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,-49.91975,250.05330,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.7909000,0.0204000,-0.0205000
15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,-49.91975,250.05330,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.7909000,0.0204000,-0.0205000
15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,-49.91975,250.05330,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.7909000,0.0204000,-0.0205000
15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,-49.91975,250.05330,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.7909000,0.0204000,-0.0205000
15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,27.38710,339.18433,-7.09208,232.75608,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.1804000,0.0516000,-0.0515000
15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,27.38710,339.18433,-7.09208,232.75608,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.1804000,0.0516000,-0.0515000
15h17m48.28s,229.4511514,-45d55m21.31s,-45.9225871,9.75878,327.81443,-26.67085,239.59357,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,56.5180000,0.1166000,-0.1160000
